PSNR_RRGB
C:\Users\Lioness\Desktop\phat.mp4
C:\Users\Lioness\Desktop\thu.mp4
AVG: 50.09362793
53.82575226
48.05847168
51.62966156
48.58694458
52.04472351
49.67638397
50.96512604
49.65027237
52.10880280
52.02299118
52.24751282
51.01351929
49.82915878
51.24396896
49.74649429
51.66013718
51.67552948
51.08853912
50.13626862
49.29932404
51.67733765
51.15475464
50.52308655
50.72172546
50.80117798
50.57314301
48.52128601
48.65403748
53.71195221
50.83066559
47.64717484
51.48273849
52.42389679
51.70273209
50.36853790
51.15420532
49.85349655
48.55035400
47.60896683
51.93672180
49.48048019
48.57788086
47.35281372
51.62147903
49.40534973
47.81422043
48.26552963
49.77600479
49.34463120
51.68153763
51.93410873
48.23776627
49.16684723
49.66474915
51.39586639
51.97608948
50.30270386
50.60338593
51.50928116
50.89521027
50.62841034
52.07882690
51.38076019
50.75343323
51.95987320
51.53801346
51.33926010
51.86096954
49.74172974
48.01419830
52.02382660
50.34593201
51.94038010
50.54938507
48.49832535
51.75315857
48.59622955
52.21904373
52.23616028
51.83657837
52.07500839
51.77765274
49.14405060
48.71128464
50.25408936
52.20848083
51.27975464
48.12507629
49.71482849
50.53665161
51.55336380
50.81119156
52.21025848
50.72172546
51.01131439
51.68122864
52.14977646
47.32348633
50.73798370
47.43049622
52.02244568
48.47860718
47.81647491
48.86074066
52.27912521
51.81725311
49.08522797
51.43872070
52.79087448
52.51885986
51.49428940
47.95848846
50.52951431
48.32635498
51.29564285
52.21065140
51.13968658
49.45690155
51.18983841
48.07540131
48.87346649
48.14535522
48.45951462
47.98500061
51.07692337
48.64526367
51.42097855
50.98966217
53.51133728
50.89830017
48.15690994
51.25934982
51.29683685
48.86190796
51.41541290
47.91481018
49.41536331
49.87799072
50.71184158
52.40256500
53.29203033
50.96723175
51.47340775
52.08411407
52.88377762
47.51976395
47.40224838
50.66951370
52.70368195
52.06783295
52.68056870
50.93507385
52.88283920
48.24402618
51.67699432
50.71443558
52.09424973
51.58872604
48.99591827
50.40855408
49.01926041
50.33132553
47.54154205
52.48272705
49.85213470
48.11912155
48.67195129
51.34595871
51.85787964
51.22038269
51.00913239
48.02904510
51.75546265
48.46221161
49.82833481
47.50779724
50.78096008
48.32785797
50.96622086
51.54025650
53.23151398
50.40882874
51.23187637
51.33388138
52.36011124
48.42226410
50.98750687
48.59117889
49.01726532
51.49368286
50.79885101
51.47895432
48.59323120
50.91590118
48.46595383
47.59755707
52.58995438
48.36910248
50.25506973
49.43409348
51.61082458
47.16455078
51.95462036
46.82052994
51.79614639
47.81953812
47.83501053
50.16965485
48.22383499
51.24435043
51.88659668
48.47291946
48.11204910
51.32244492
51.24049377
51.27547455
50.61778259
51.16954422
48.42871857
51.49488449
51.50189972
47.93913269
50.85584259
50.08042908
49.44084930
49.97418213
51.21611023
49.74768066
50.42067719
49.05613708
47.29449844
47.98912811
47.98392868
50.86207581
50.84900284
47.86474609
52.33926392
51.38661957
51.78195953
48.23313904
51.46722412
50.63421631
47.64826202
47.07466888
48.73224258
49.27709198
51.87297821
48.04428482
49.67800140
50.76262665
53.70174789
48.71226501
48.76081848
49.91793823
50.31108856
48.97922897
48.55457306
49.87423706
52.10872650
51.24805450
48.83448792
48.04426575
51.07525253
51.49741364
50.82106781
51.63893890
49.12353897
49.04381561
50.65628052
50.01375198
51.44832611
51.12225342
47.89123535
50.28973007
51.77390289
52.20046997
50.99540329
51.93998718
52.51257324
49.49477768
49.43320465
51.67622375
51.15577698
51.32867813
50.73489761
50.54331207
50.08457565
49.24760437
49.76257706
51.35570526
51.58634949
47.66256332
48.51749039
48.18428040
49.48078537
50.25476837
51.93921661
48.09392548
50.19336319
47.94015503
50.93191147
48.93055344
49.22021866
50.81340790
51.57285309
52.65028381
49.72202682
51.92215729
50.71826935
50.95869446
51.59724808
50.73905563
51.21937180
50.88464737
49.69604111
51.27748489
48.19544983
50.99604797
51.17285156
48.43921280
50.99444580
50.48053360
51.65350342
49.29142761
50.56183624
49.86966705
51.37890625
49.12363052
47.99354935
51.58244324
49.63364410
49.42185974
52.07378769
47.39529037
48.83488464
49.72257233
50.71329498
51.72822952
50.83595276
50.86245728
51.50869370
51.38498306
52.42698669
50.93773270
51.86162567
50.78197861
51.96006393
47.62433624
51.56605530
48.71672058
52.46984100
47.97923660
51.19554520
49.29145432
51.67943954
51.85646057
51.21999741
48.82624817
49.82653046
51.73357010
51.49169159
47.73191452
51.65931320
51.52612686
50.70637512
51.12919617
52.65185547
52.23810196
50.96341705
47.61188889
52.41636276
50.95265198
48.75898361
51.67097473
52.80445099
52.34889221
51.65973282
50.00795364
51.68511200
50.57681656
50.84455872
48.63459015
50.00746918
48.74589539
51.37018204
51.57501221
50.81120300
50.57155228
49.13480759
48.68165588
52.08361816
50.31046295
52.32956314
50.14503098
51.19030380
50.41800690
50.61736298
51.27229309
51.77667236
47.75140762
50.66045761
48.71419907
50.31497574
48.81988144
49.21783447
51.39927673
52.15351486
47.39036179
50.77292633
48.70189285
49.79574585
49.45003128
51.52714539
50.88854218
50.44861603
48.16076660
52.41565704
50.88927841
50.02362061
48.85588074
51.43755341
51.07984161
